date,probe,cone_deg,dp_nPa,Dn,EB,qc_transition,boundary_note,cone_bin
2019-11-09,the,72.6,1.35,1.1879,1.1296,mixed,uncertain,perpendicular
2019-11-10,tha,65.1,1.69,0.6071,3.2874,clean,uncertain,perpendicular
2019-11-10,the,66.0,1.33,1.1706,1.1577,mixed,uncertain,perpendicular
2019-11-11,thd,79.0,4.19,4.2487,4.7362,mixed,plausible,perpendicular
2019-11-11,the,75.6,2.52,1.2695,5.6717,mixed,plausible,perpendicular
2019-11-12,tha,81.0,2.01,0.6946,1.4565,clean,plausible,perpendicular
2019-11-12,the,77.7,1.71,0.2615,1.5381,clean,uncertain,perpendicular
2019-11-28,tha,54.1,2.13,1.0771,1.4162,mixed,plausible,intermediate
2019-11-28,thd,79.3,2.03,1.5592,1.3704,mixed,plausible,perpendicular
2019-11-30,tha,78.0,2.26,0.1746,14.5083,clean,plausible,perpendicular
2019-11-30,the,78.0,2.26,1.5623,1.3676,mixed,plausible,perpendicular
2019-12-03,thd,69.8,1.53,1.2773,1.4799,mixed,uncertain,perpendicular
2019-12-03,the,59.0,1.52,1.1021,0.9748,unclear,uncertain,intermediate
2019-12-18,thd,78.5,3.6,0.0523,4.6592,clean,plausible,perpendicular
2019-12-18,the,68.8,3.42,0.0403,2.496,clean,plausible,perpendicular
2020-12-06,tha,42.1,2.36,0.0362,2.5222,clean,plausible,low-cone
2020-12-06,thd,41.1,2.58,0.0482,2.8572,clean,plausible,low-cone
2020-12-09,tha,59.0,2.64,2.7324,3.7001,mixed,plausible,intermediate
2020-12-09,thd,54.4,2.29,0.0407,11.037,clean,plausible,intermediate
2020-12-09,the,60.8,2.56,0.0153,3.5883,clean,plausible,perpendicular
2020-12-10,tha,86.3,6.07,1.2764,1.75,mixed,uncertain,perpendicular
2020-12-10,thd,87.3,6.55,1.2457,2.058,mixed,uncertain,perpendicular
2020-12-10,the,87.1,6.32,0.0688,4.1051,clean,uncertain,perpendicular
2020-12-15,thd,30.3,1.83,0.7147,2.2129,clean,uncertain,low-cone
2020-12-15,the,30.3,1.83,0.0097,5.8824,clean,uncertain,low-cone
2020-12-16,tha,44.8,1.81,2.1497,1.7303,mixed,uncertain,low-cone
2020-12-16,thd,29.7,1.74,1.4508,1.0952,mixed,uncertain,quasi-radial
2020-12-16,the,36.1,1.74,1.8664,1.2585,mixed,uncertain,low-cone
2020-12-17,tha,72.5,1.9,1.031,2.1381,mixed,uncertain,perpendicular
2020-12-17,thd,72.0,1.76,1.036,1.929,mixed,uncertain,perpendicular
2020-12-17,the,71.5,1.84,0.394,3.7782,clean,uncertain,perpendicular
2020-12-18,thd,68.3,2.17,1.2057,0.991,unclear,plausible,perpendicular
2020-12-18,the,69.1,2.17,1.0866,1.0271,mixed,plausible,perpendicular
2020-12-20,tha,61.2,1.3,0.9142,0.844,mixed,uncertain,perpendicular
2020-12-20,thd,58.9,1.23,0.9461,0.828,mixed,uncertain,intermediate
2020-12-21,thd,63.7,1.78,1.7872,1.6174,mixed,uncertain,perpendicular
2020-12-21,the,64.7,1.91,1.1273,1.6743,mixed,uncertain,perpendicular
2021-01-04,tha,27.5,1.83,1.3091,1.0823,mixed,uncertain,quasi-radial
2021-01-04,thd,35.9,1.7,1.3925,0.9488,unclear,uncertain,low-cone
2021-01-06,tha,40.9,6.98,6.3197,5.7109,mixed,uncertain,low-cone
2021-01-06,thd,49.6,1.36,0.7982,1.8549,clean,uncertain,intermediate
2021-01-07,tha,51.8,1.52,0.8326,1.7278,clean,uncertain,intermediate
2021-01-07,thd,44.4,1.42,0.8244,1.9943,clean,uncertain,low-cone
2021-01-07,the,43.3,1.46,1.173,1.243,mixed,uncertain,low-cone
2021-01-12,tha,72.1,1.64,0.0295,3.2505,clean,uncertain,perpendicular
2021-01-12,thd,67.3,1.63,0.9818,1.8093,clean,uncertain,perpendicular
2021-01-12,the,69.1,1.65,0.9779,1.7348,clean,uncertain,perpendicular
2021-01-13,tha,28.3,1.99,0.0414,3.481,clean,uncertain,quasi-radial
2021-01-13,thd,26.9,1.96,0.0263,3.7019,clean,uncertain,quasi-radial
2021-01-13,the,28.3,1.99,1.0154,1.9878,mixed,uncertain,quasi-radial
2021-01-14,tha,30.2,2.04,0.0267,5.1407,clean,plausible,low-cone
2021-01-14,thd,28.3,1.99,0.0245,4.5441,clean,uncertain,quasi-radial
2021-01-14,the,28.3,1.99,1.0169,1.9711,mixed,uncertain,quasi-radial
2021-01-15,thd,75.0,1.84,0.0091,4.2015,clean,uncertain,perpendicular
2021-01-15,the,78.3,1.77,0.7128,2.6204,clean,uncertain,perpendicular
2021-01-16,tha,55.8,2.08,0.0107,5.2768,clean,plausible,intermediate
2021-01-16,thd,59.7,2.19,0.0157,4.719,clean,plausible,intermediate
2021-01-16,the,54.7,2.14,0.0368,3.4013,clean,plausible,intermediate
2021-01-17,thd,83.4,1.95,0.0193,7.9014,clean,uncertain,perpendicular
2021-01-17,the,85.0,1.94,0.0218,6.4802,clean,uncertain,perpendicular
2021-01-18,tha,61.6,2.55,0.0094,7.1429,clean,plausible,perpendicular
2021-01-18,thd,60.1,2.47,0.011,6.4426,clean,plausible,perpendicular
2021-01-19,tha,74.3,2.73,0.0289,6.739,clean,plausible,perpendicular
2021-01-19,thd,78.7,2.72,0.0186,3.7955,clean,plausible,perpendicular
2021-01-19,the,76.3,2.69,0.0172,3.4893,clean,plausible,perpendicular
2021-02-06,tha,65.1,5.5,0.0671,3.9623,clean,plausible,perpendicular
2021-02-06,thd,65.1,5.5,0.0411,3.6164,clean,plausible,perpendicular
2021-02-06,the,65.1,5.5,0.2083,3.1088,clean,plausible,perpendicular
2021-02-07,tha,76.3,5.51,0.0675,6.2822,clean,plausible,perpendicular
2021-02-07,thd,70.0,5.54,0.0799,3.1376,clean,plausible,perpendicular
2021-02-07,the,77.4,5.41,0.0517,3.8297,clean,plausible,perpendicular
2021-12-29,tha,80.1,8.4,0.5524,3.3269,clean,uncertain,perpendicular
2021-12-29,thd,80.1,8.37,0.7352,2.1151,clean,uncertain,perpendicular
2021-12-30,tha,80.1,8.39,0.505,3.4144,clean,uncertain,perpendicular
2021-12-30,thd,80.1,8.39,0.5734,3.0756,clean,uncertain,perpendicular
2021-12-30,the,79.6,8.39,0.2885,3.1031,clean,uncertain,perpendicular
2022-01-14,tha,85.5,4.42,0.4024,2.4451,clean,plausible,perpendicular
2022-01-14,thd,79.6,4.35,0.0108,2.0539,clean,plausible,perpendicular
2022-01-14,the,89.0,4.38,0.1212,2.6587,clean,plausible,perpendicular
2022-01-15,tha,81.6,4.44,0.7784,2.4433,clean,plausible,perpendicular
2022-01-15,thd,85.4,4.42,1.2502,2.193,mixed,plausible,perpendicular
2022-01-15,the,85.4,4.42,0.1446,2.529,clean,plausible,perpendicular
2022-01-19,tha,40.6,2.39,0.6553,16.2753,clean,plausible,low-cone
2022-01-19,thd,66.9,2.42,0.2289,5.3792,clean,plausible,perpendicular
2022-01-21,tha,85.4,1.68,0.9183,1.6382,clean,uncertain,perpendicular
2022-01-21,thd,88.6,1.78,0.0723,2.655,clean,uncertain,perpendicular
2022-01-21,the,89.0,1.74,0.1077,2.3261,clean,uncertain,perpendicular
2022-01-25,thd,82.6,7.22,9.7755,3.3283,mixed,uncertain,perpendicular
2022-01-25,the,81.8,7.11,7.8357,4.5375,mixed,uncertain,perpendicular
2022-01-26,tha,45.8,2.25,1.2139,1.1643,mixed,plausible,intermediate
2022-01-26,thd,44.8,2.45,1.0887,1.0134,mixed,plausible,low-cone
2022-01-26,the,44.5,2.35,0.8976,1.2825,clean,plausible,low-cone
2022-01-27,thd,89.3,2.98,3.1952,5.4293,mixed,plausible,perpendicular
2022-01-27,the,88.7,3.1,2.7825,5.7972,mixed,plausible,perpendicular
2022-01-28,thd,71.9,1.97,0.7867,1.6665,clean,uncertain,perpendicular
2022-01-28,the,70.3,1.98,0.7719,1.5518,clean,uncertain,perpendicular
2022-02-01,tha,44.8,1.37,0.9386,1.5292,clean,uncertain,low-cone
2022-02-01,thd,40.8,1.38,0.6703,1.5642,clean,uncertain,low-cone
2022-02-01,the,40.5,1.38,0.8262,1.8337,clean,uncertain,low-cone
2022-02-15,tha,26.9,1.19,0.067,2.262,clean,uncertain,quasi-radial
2022-02-15,thd,33.4,1.14,0.1782,2.1953,clean,uncertain,low-cone
2022-02-16,tha,81.3,1.44,0.9537,1.978,clean,uncertain,perpendicular
2022-02-16,thd,89.6,1.46,1.0646,1.7753,mixed,uncertain,perpendicular
2022-02-19,tha,49.4,2.93,1.5846,1.4014,mixed,plausible,intermediate
2022-02-19,thd,47.2,2.39,1.3636,1.793,mixed,plausible,intermediate
2022-02-20,tha,56.0,1.67,0.8792,1.2781,clean,uncertain,intermediate
2022-02-20,thd,55.5,1.67,0.8624,2.0561,clean,uncertain,intermediate
2022-02-20,the,55.5,1.67,0.9589,1.4195,clean,uncertain,intermediate
2022-02-21,tha,53.7,1.63,0.8211,1.2334,clean,uncertain,intermediate
2022-02-21,thd,56.0,1.67,0.5164,1.6596,clean,uncertain,intermediate
2022-02-21,the,56.0,1.67,0.9191,1.2048,clean,uncertain,intermediate
2022-02-22,tha,69.4,2.27,1.0535,1.8124,mixed,plausible,perpendicular
2022-02-22,thd,68.4,2.27,1.2504,1.6363,mixed,plausible,perpendicular
2022-02-23,thd,62.8,1.49,0.5259,1.6761,clean,uncertain,perpendicular
2022-02-23,the,62.5,1.48,0.7797,0.9846,mixed,uncertain,perpendicular
2022-02-26,tha,65.6,1.84,0.0429,3.5255,clean,uncertain,perpendicular
2022-02-26,thd,71.0,1.74,0.0239,4.4628,clean,uncertain,perpendicular
2022-02-26,the,69.6,1.76,1.1281,1.5629,mixed,uncertain,perpendicular
2022-02-27,tha,62.3,2.26,0.064,2.7058,clean,plausible,perpendicular
2022-02-27,thd,50.4,2.2,0.0548,3.4054,clean,plausible,intermediate
2022-02-27,the,52.7,2.22,0.5257,2.4041,clean,plausible,intermediate
2022-03-04,thd,51.5,2.5,0.078,3.7967,clean,plausible,intermediate
2022-03-04,the,49.6,2.48,0.0626,4.183,clean,plausible,intermediate
2022-03-05,tha,73.3,2.27,0.1255,2.1897,clean,plausible,perpendicular
2022-03-05,thd,89.7,2.44,0.2192,2.1276,clean,plausible,perpendicular
2022-03-05,the,85.5,2.39,0.1308,2.2811,clean,plausible,perpendicular
2022-03-13,tha,74.4,9.27,0.5153,7.862,clean,uncertain,perpendicular
2022-03-13,thd,70.9,10.84,0.3123,9.9163,clean,uncertain,perpendicular
2022-03-13,the,71.5,10.08,0.4217,7.4813,clean,uncertain,perpendicular
2023-02-15,tha,70.4,5.88,0.136,3.4737,clean,plausible,perpendicular
2023-02-15,thd,65.6,6.0,0.143,3.5487,clean,plausible,perpendicular
2023-02-15,the,66.2,5.95,0.1578,3.5465,clean,plausible,perpendicular
2023-02-24,tha,73.1,3.78,0.1465,3.5655,clean,plausible,perpendicular
2023-02-24,thd,70.7,3.94,0.2027,4.3102,clean,plausible,perpendicular
2023-02-24,the,71.5,4.12,0.3132,3.886,clean,plausible,perpendicular
2023-02-27,tha,83.0,7.74,4.7667,5.8508,mixed,uncertain,perpendicular
2023-02-27,thd,89.0,8.31,1.6922,17.6927,mixed,uncertain,perpendicular
2023-02-27,the,88.5,8.71,1.4769,19.8991,mixed,uncertain,perpendicular
2023-03-02,tha,73.9,1.91,0.1295,4.1909,clean,uncertain,perpendicular
2023-03-02,thd,83.2,2.34,0.2538,4.0943,clean,plausible,perpendicular
2023-03-02,the,83.3,2.65,0.377,3.7458,clean,plausible,perpendicular
2023-03-03,tha,53.2,2.26,0.3205,1.7936,clean,plausible,intermediate
2023-03-03,the,49.2,2.23,0.12,2.2363,clean,plausible,intermediate
2023-03-05,tha,56.7,2.09,0.7855,1.6119,clean,plausible,intermediate
2023-03-05,thd,62.6,1.97,0.4192,2.9136,clean,uncertain,perpendicular
2023-03-06,tha,51.0,1.45,0.6134,1.6815,clean,uncertain,intermediate
2023-03-06,thd,47.2,1.49,0.3248,1.7094,clean,uncertain,intermediate
2023-03-09,tha,73.6,1.27,0.7761,1.3332,clean,uncertain,perpendicular
2023-03-09,thd,72.6,1.23,0.793,1.3339,clean,uncertain,perpendicular
2023-03-09,the,72.6,1.23,0.7946,1.3176,clean,uncertain,perpendicular
2023-03-10,tha,64.9,1.51,0.3355,1.4865,clean,uncertain,perpendicular
2023-03-10,thd,63.9,1.49,0.1576,1.561,clean,uncertain,perpendicular
2023-03-10,the,62.9,1.47,0.0153,1.5812,clean,uncertain,perpendicular
2023-03-11,tha,43.9,1.33,0.7438,1.8957,clean,uncertain,low-cone
2023-03-11,thd,40.5,1.31,0.5012,1.9309,clean,uncertain,low-cone
2023-03-13,thd,75.3,1.84,0.547,1.6298,clean,uncertain,perpendicular
2023-03-13,the,70.9,1.67,0.573,1.5804,clean,uncertain,perpendicular
2023-04-02,tha,63.7,1.66,0.8806,1.2244,clean,uncertain,perpendicular
2023-04-02,thd,67.3,1.78,1.0209,1.1575,mixed,uncertain,perpendicular
2023-04-03,tha,62.1,1.39,1.1815,1.3216,mixed,uncertain,perpendicular
2023-04-03,thd,55.1,1.24,1.2074,1.399,mixed,uncertain,intermediate
2023-04-03,the,52.8,1.12,1.1132,1.3447,mixed,uncertain,intermediate
2023-04-04,tha,61.4,2.3,1.0964,1.7192,mixed,plausible,perpendicular
2023-04-04,thd,58.9,2.36,1.1897,2.051,mixed,plausible,intermediate
2023-04-05,tha,76.2,1.4,0.8144,2.1744,clean,uncertain,perpendicular
2023-04-05,the,74.0,1.54,0.8019,2.0519,clean,uncertain,perpendicular
2023-04-06,tha,59.9,1.72,0.0315,2.2723,clean,uncertain,intermediate
2023-04-06,thd,57.2,1.71,0.6982,1.8639,clean,uncertain,intermediate
2023-04-06,the,50.9,1.73,0.6514,3.165,clean,uncertain,intermediate
2023-04-07,tha,42.4,1.21,0.966,2.2475,clean,uncertain,low-cone
2023-04-07,thd,42.4,1.21,0.8776,1.9455,clean,uncertain,low-cone
2023-04-07,the,40.1,1.22,0.9184,2.3039,clean,uncertain,low-cone
2023-04-08,thd,53.8,1.25,0.8319,1.6288,clean,uncertain,intermediate
2023-04-08,the,42.5,1.21,0.8376,2.2062,clean,uncertain,low-cone
2023-04-10,tha,64.9,4.39,0.7009,7.4094,clean,plausible,perpendicular
2023-04-10,thd,79.0,4.65,0.3079,6.1389,clean,plausible,perpendicular
2023-04-11,tha,77.2,2.29,0.0448,3.0969,clean,plausible,perpendicular
2023-04-11,thd,77.5,2.34,0.9274,1.7001,clean,plausible,perpendicular
2023-04-11,the,72.5,2.41,1.0222,1.4681,mixed,plausible,perpendicular
2023-04-12,thd,62.2,1.79,0.0255,2.243,clean,uncertain,perpendicular
2023-04-12,the,80.3,1.96,1.0595,1.4896,mixed,uncertain,perpendicular
2023-04-13,thd,83.8,1.74,0.0561,2.9112,clean,uncertain,perpendicular
2023-04-13,the,66.3,1.74,0.9323,1.7441,clean,uncertain,perpendicular
2023-04-14,thd,61.1,1.86,0.026,2.2169,clean,uncertain,perpendicular
2023-04-14,the,62.9,1.87,0.0211,2.0676,clean,uncertain,perpendicular
2023-04-17,tha,58.2,2.81,0.0214,4.6279,clean,plausible,intermediate
2023-04-17,thd,57.7,2.93,0.0157,4.0909,clean,plausible,intermediate
2023-04-17,the,54.4,2.92,0.0176,3.8009,clean,plausible,intermediate
2023-04-19,tha,80.0,2.09,0.3921,2.6254,clean,plausible,perpendicular
2023-04-19,thd,83.0,2.06,0.1769,2.2349,clean,plausible,perpendicular
2023-04-19,the,86.3,2.01,0.0729,2.1524,clean,plausible,perpendicular
2023-04-24,tha,88.4,2.7,2.6662,1.7056,mixed,plausible,perpendicular
2023-04-24,thd,88.4,2.73,0.8624,1.2102,clean,plausible,perpendicular
2024-03-03,tha,81.4,7.94,0.0069,2.4058,clean,uncertain,perpendicular
2024-03-03,thd,82.5,7.5,0.0122,2.0215,clean,uncertain,perpendicular
2024-03-03,the,81.2,8.08,0.0067,2.1608,clean,uncertain,perpendicular
2024-04-15,tha,27.7,1.64,0.0138,2.7355,clean,uncertain,quasi-radial
2024-04-15,the,27.7,1.64,0.6744,2.1102,clean,uncertain,quasi-radial
2024-04-16,tha,77.3,4.06,4.4517,5.3345,mixed,plausible,perpendicular
2024-04-16,the,77.3,3.91,0.0271,3.3748,clean,plausible,perpendicular
2024-04-17,tha,81.3,4.34,1.168,2.0697,mixed,plausible,perpendicular
2024-04-17,thd,82.5,4.4,0.0369,4.0113,clean,plausible,perpendicular
2024-04-17,the,80.3,5.02,0.0269,4.8409,clean,plausible,perpendicular
2024-04-18,tha,79.4,2.11,0.9838,1.7608,clean,plausible,perpendicular
2024-04-18,thd,82.3,2.19,0.0376,3.0544,clean,plausible,perpendicular
2024-04-18,the,80.5,2.54,0.036,2.6413,clean,plausible,perpendicular
2024-04-19,thd,79.5,3.31,1.2983,1.5228,mixed,plausible,perpendicular
2024-04-19,the,77.3,4.09,1.5415,1.1289,mixed,plausible,perpendicular
2024-04-27,thd,77.3,2.46,0.4949,1.1887,clean,plausible,perpendicular
2024-04-27,the,81.3,1.95,0.5865,2.6863,clean,uncertain,perpendicular
2024-04-28,thd,57.1,1.86,1.3167,1.0537,mixed,uncertain,intermediate
2024-04-28,the,52.6,1.9,1.1305,0.9303,unclear,uncertain,intermediate
2024-05-16,tha,39.3,1.42,1.119,1.2867,mixed,uncertain,low-cone
2024-05-16,thd,36.8,1.41,0.5052,0.7209,mixed,uncertain,low-cone
2024-05-16,the,30.6,1.4,0.9479,1.2498,clean,uncertain,low-cone
2024-05-17,tha,69.5,2.54,0.545,1.7965,clean,plausible,perpendicular
2024-05-17,thd,69.5,2.53,0.7797,1.5115,clean,plausible,perpendicular
2024-05-18,tha,69.7,1.69,1.6552,1.0906,mixed,uncertain,perpendicular
2024-05-18,thd,60.8,1.67,1.646,0.9995,unclear,uncertain,perpendicular
2024-05-18,the,43.1,1.54,1.1965,1.3163,mixed,uncertain,low-cone
2024-05-19,tha,76.1,1.43,0.6381,1.2668,clean,uncertain,perpendicular
2024-05-19,thd,75.7,1.43,0.7879,1.2271,clean,uncertain,perpendicular
2024-05-19,the,69.8,1.57,0.6637,1.2429,clean,uncertain,perpendicular
2024-05-23,tha,61.0,2.08,0.9709,1.252,clean,plausible,perpendicular
2024-05-23,thd,61.0,2.08,1.1653,1.016,mixed,plausible,perpendicular
2024-05-23,the,57.3,2.06,1.2235,0.7707,unclear,plausible,intermediate
2024-05-24,tha,62.5,1.64,0.3623,2.0149,clean,uncertain,perpendicular
2024-05-24,the,63.4,1.65,0.4627,1.4031,clean,uncertain,perpendicular
2024-05-31,tha,76.2,5.09,0.0806,5.5497,clean,plausible,perpendicular
2024-05-31,thd,76.6,5.07,0.1025,2.6166,clean,plausible,perpendicular
2024-05-31,the,76.3,5.14,1.436,2.825,mixed,plausible,perpendicular
2024-06-08,thd,74.0,5.04,0.9132,19.3752,clean,plausible,perpendicular
2024-06-08,the,74.3,5.04,0.3542,2.7549,clean,plausible,perpendicular
2024-06-28,thd,78.8,25.08,0.2664,1.8184,clean,uncertain,perpendicular
2024-06-28,the,80.8,20.45,0.1803,12.7974,clean,uncertain,perpendicular
2025-05-27,tha,62.3,7.02,0.3071,16.8501,clean,uncertain,perpendicular
2025-05-27,thd,67.6,7.38,0.5472,18.4798,clean,uncertain,perpendicular
2025-05-29,tha,55.5,4.39,0.2599,3.5867,clean,plausible,intermediate
2025-05-29,thd,54.0,4.36,0.1873,3.8777,clean,plausible,intermediate
2025-06-01,tha,73.1,3.83,1.6065,5.7828,mixed,plausible,perpendicular
2025-06-01,thd,72.8,3.81,1.0572,3.7981,mixed,plausible,perpendicular
2025-06-02,tha,57.5,2.87,0.127,1.3006,clean,plausible,intermediate
2025-06-02,thd,57.4,2.92,0.0936,1.4647,clean,plausible,intermediate
2025-06-03,tha,47.2,2.33,1.3529,1.3227,mixed,plausible,intermediate
2025-06-03,thd,47.2,2.32,0.5551,1.9724,clean,plausible,intermediate
2025-06-07,tha,64.7,3.4,0.3886,1.3637,clean,plausible,perpendicular
2025-06-07,thd,64.7,3.4,0.3684,1.438,clean,plausible,perpendicular
2025-06-08,tha,65.2,3.06,0.535,1.3171,clean,plausible,perpendicular
2025-06-08,thd,65.2,3.0,0.6332,1.2333,clean,plausible,perpendicular
2025-06-09,tha,79.0,4.64,4.8545,4.1485,mixed,plausible,perpendicular
2025-06-09,thd,79.2,4.62,1.6138,1.1887,mixed,plausible,perpendicular
2025-06-11,tha,88.7,2.52,1.4082,0.8131,unclear,plausible,perpendicular
2025-06-11,thd,88.7,2.51,1.4351,0.7998,unclear,plausible,perpendicular
2025-07-03,tha,80.0,7.68,6.0302,4.9467,mixed,uncertain,perpendicular
2025-07-03,thd,86.0,7.68,5.7638,5.4496,mixed,uncertain,perpendicular
2025-07-05,tha,86.6,3.13,0.1387,1.697,clean,plausible,perpendicular
2025-07-05,thd,87.1,3.15,0.9243,1.284,clean,plausible,perpendicular
2025-07-22,tha,69.2,6.11,0.2436,2.3913,clean,uncertain,perpendicular
2025-07-22,thd,69.2,6.11,1.119,1.7536,mixed,uncertain,perpendicular
